MouseID,FileName,Condition,CurveID,CurveIndex,NumCurvesInFile,NumSamples,Fs,MeanVal,MedianVal,StdVal,RMSVal,MinVal,MinTime,MaxVal,MaxTime,PeakToPeak,Energy,AbsArea,BaselineMean,BaselineStd,EndMean,Drift,Amp4Hz,Phase4Hz,NoiseAround4Hz,SNR4Hz,BandAmp_0_5,BandAmp_5_10,BandAmp_10_30,BandAmp_30_80,BandEnergy_0_5,BandEnergy_5_10,BandEnergy_10_30,BandEnergy_30_80,DominantFreq_0_80,DominantAmp_0_80,SpectralCentroid_0_80,LowHighRatio,OutlierScore,MaxRZ,NumStrongFeatures,NumModerateFeatures,AmpShapeScore,BaselineScore,FlickerScore,SpectralScore,NumHighGroups,IsPhase1Candidate,IsFinalExclude,OutlierGroup,SelectionReason,TopFeatureReason,RZ_RMSVal,RZ_PeakToPeak,RZ_StdVal,RZ_BaselineStd,RZ_Drift,RZ_Amp4Hz,RZ_SNR4Hz,RZ_BandEnergy_0_5,RZ_BandEnergy_5_10,RZ_BandEnergy_10_30,RZ_BandEnergy_30_80
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_015,15,120,2048,2047.92135981978,-2.92626953163735e-11,9.76e-06,3.24632702348993e-05,3.24553436641107e-05,-9.152e-05,0.0605492,6.094e-05,0.3208131,0.00015246,1.0533897809699e-09,2.70826022708611e-05,4.02866796116505e-06,3.55891788605756e-05,-4.20721359223301e-05,-4.61008038834951e-05,4.82492353347035e-06,-0.999210600175663,6.56522727377685e-06,0.734921021329926,1.2088728620328e-05,6.49114155081115e-06,2.48102560765283e-06,9.58663426094474e-07,1.62405121536374e-09,2.12655445194599e-10,1.72587819037789e-10,6.67818888959871e-11,0.999961601474503,3.30950760259305e-05,17.9916475711033,7.67308851502033,3.28557691736415,8.18145726596732,3,4,1.01375984957689,8.18145726596732,1.1146650157359,4.56286143571792,2,1,1,mixed,"severe_feature, multiple_strong_features, strong_group_score","BaselineStd, BandEnergy_30_80, BandEnergy_10_30, BandEnergy_5_10",0.46263212006488,1.01375984957689,0.462632120102448,8.18145726596732,0.947274514638911,0.940034583106969,1.1146650157359,0.0968693847156405,3.3160689963815,3.9375486823277,4.56286143571792
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_016,16,120,2048,2047.92135981978,-9.85839843809039e-12,7.247e-06,3.18820405438778e-05,3.18742558921837e-05,-0.0001019,0.9966203,7.463e-05,0.9175157,0.00017653,1.01600720185885e-09,2.4184525871813e-05,-3.31645631067961e-05,6.88675124419416e-06,-7.97777669902913e-05,-4.66132038834952e-05,1.01800793674022e-05,-2.7899913282286,6.47790944807901e-06,1.57150689565012,1.27428061825271e-05,6.87603694607615e-06,3.69071534887829e-06,7.39728916615982e-07,1.40284385050826e-09,2.67994606464979e-10,3.12837074602098e-10,3.54706740046571e-11,2.99988480442351,2.57972612488342e-05,16.9725608842229,4.79701470468406,3.01631211915481,8.50674526534067,2,2,2.1598941651859,0.957090991033094,0.424377302213758,8.50674526534067,1,1,1,spectral_energy,"severe_feature, multiple_strong_features, strong_group_score","BandEnergy_10_30, BandEnergy_5_10",0.344362334789608,2.1598941651859,0.344362334825679,0.170137370530886,0.957090991033094,0.00353484303705213,0.424377302213758,0.232834012030735,4.60957851798915,8.50674526534067,0.620478752183093
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_017,17,120,2048,2047.92135981978,-1.44374023438094e-10,1.121e-05,3.87697915023361e-05,3.87603250657645e-05,-0.000112,0.0625024,7.753e-05,0.317395,0.00018953,1.50242048993522e-09,2.98442739849047e-05,-0.000100528446601942,5.289296212734e-06,-6.5951e-06,9.39333466019418e-05,1.16842531875458e-05,1.58653506532809,5.58530359786857e-06,2.09196384446142,1.69811788349223e-05,5.03062657569995e-06,2.71840868253728e-06,8.48645661081167e-07,2.6115155551635e-09,1.30381001761539e-10,1.79464806718133e-10,6.24674448536818e-11,0.999961601474503,3.99535677166752e-05,16.2716455327555,11.3333134487447,2.23978909867805,4.16159485272638,2,3,2.77891145238645,1.73547711030169,0.268567733266072,4.16159485272638,1,1,1,spectral_energy,"multiple_strong_features","BandEnergy_10_30, BandEnergy_30_80, PeakToPeak",1.74589573799532,2.77891145238645,1.74589573802306,0.634951603358196,1.73547711030169,0.268567733266072,0.00506460950104354,1.56865739326861,1.39296836524498,4.16159485272638,4.0196314926928
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_019,19,120,2048,2047.92135981978,-3.4716796880701e-11,4.132e-05,0.000121988515877183,0.000121958729888249,-0.0003895,0.0844759,0.0001286,0.4174965,0.0005181,1.48745029549359e-08,8.897501909743e-05,-2.3266727184466e-05,9.25692924217961e-05,3.76923300970874e-05,6.09590572815534e-05,4.24325785840558e-05,0.678368856325942,1.70159357804793e-05,2.49369644613849,5.58291246503125e-05,1.5685964591531e-05,3.55046856417327e-06,7.7833293724601e-07,2.80355091145475e-08,1.33044078199238e-09,3.06392550538325e-10,4.9645213017865e-11,0.999961601474503,0.00012364448937623,8.8795609301907,82.4798226149561,19.5003306265203,39.4624094429044,8,8,18.6794089684332,24.7610587256484,5.68637080921738,39.4624094429044,4,1,1,mixed,"severe_feature, multiple_strong_features, high_global_score, strong_group_score, mixed_group_outlier","BandEnergy_0_5, BandEnergy_5_10, BaselineStd, StdVal, RMSVal, PeakToPeak, BandEnergy_10_30, Amp4Hz",18.6794089677945,18.4243353028082,18.6794089684332,24.7610587256484,1.10376100427416,5.68637080921738,0.336544123525001,39.4624094429044,29.4434251591725,8.29678837670796,2.40518935337516
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_025,25,120,2048,2047.92135981978,-9.22851562574485e-11,5.808e-05,0.000154906785392376,0.000154868961735291,-0.0004962,0.5854717,0.0001968,0.5302938,0.000693,2.3985316309747e-08,0.0001136559125593,8.81438834951456e-05,3.87261482139923e-06,0.000162526213592233,7.43823300970874e-05,4.27963826879793e-05,0.189861418804719,2.61773336477756e-05,1.63486408751385,7.05683565535493e-05,2.19730847841275e-05,5.12997967358059e-06,1.01884830896582e-06,4.45666733231779e-08,2.64691897831741e-09,6.36600900306533e-10,7.4245079110904e-11,1.99992320294901,0.000134950788915628,9.12414155935301,66.4188571372938,30.4035585067979,64.1016478123792,8,8,26.7524986513756,1.36092189562144,5.75047247875104,64.1016478123792,3,1,1,mixed,"severe_feature, multiple_strong_features, high_global_score, strong_group_score, mixed_group_outlier","BandEnergy_0_5, BandEnergy_5_10, PeakToPeak, StdVal, RMSVal, BandEnergy_10_30, Amp4Hz, BandEnergy_30_80",25.377684584577,26.7524986513756,25.3776845854314,1.04716581978725,1.36092189562144,5.75047247875104,0.372099714880196,64.1016478123792,60.2150711842225,19.0546840772767,5.50254876402283
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_027,27,120,2048,2047.92135981978,-2.79726562490227e-10,3.166e-05,0.00011378114313083,0.000113753361140006,-0.0002963,0.6230708,0.0001669,0.9238636,0.0004632,1.2940324060012e-08,8.5596874332824e-05,7.8696213592233e-05,5.64549866091576e-06,0.000150408737864078,7.17125242718447e-05,2.70564655836893e-05,-0.22819107029638,1.95431938242474e-05,1.38444441715625,5.12683964796286e-05,1.6764046798625e-05,4.25317005037207e-06,9.13655110052806e-07,2.37497858938536e-08,1.5714441271614e-09,4.57074441160079e-10,6.97177544170133e-11,0.999961601474503,9.82112981967572e-05,9.92036772730069,48.0668080518934,17.4846063316073,35.0766894616851,7,8,17.0093562725848,1.30977418707237,2.97712563129898,35.0766894616851,2,1,1,mixed,"severe_feature, multiple_strong_features, high_global_score, strong_group_score, mixed_group_outlier","BandEnergy_5_10, BandEnergy_0_5, StdVal, RMSVal, PeakToPeak, BandEnergy_10_30, BandEnergy_30_80, Amp4Hz",17.0093562720702,15.8101776822459,17.0093562725848,0.531306765524185,1.30977418707237,2.97712563129898,0.578727183713067,33.0746587262827,35.0766894616851,13.2058709738356,4.93251510234985
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_029,29,120,2048,2047.92135981978,9.42724609343871e-11,3.6565e-05,0.0001376172160118,0.00013758361395639,-0.000441,0.24415,0.00013,0.5503141,0.000571,1.89299777125328e-08,9.17621940554091e-05,2.13988834951456e-05,7.88857898968437e-06,1.81290873786408e-05,-3.26979611650485e-06,5.04011896825297e-05,-3.10683153460841,1.95927116033892e-05,2.57244585140732,6.525836000921e-05,1.62832464057168e-05,4.5340004995275e-06,8.88873675129778e-07,3.58004097431174e-08,1.49670797493353e-09,4.83824393230256e-10,6.34619895231671e-11,0.999961601474503,0.000124827207893791,8.83072456406268,68.1491514520353,22.1064471957158,51.0357768771675,8,8,21.8595682714235,0.126724989495141,7.09042664522306,51.0357768771675,3,1,1,mixed,"severe_feature, multiple_strong_features, high_global_score, strong_group_score, mixed_group_outlier","BandEnergy_0_5, BandEnergy_5_10, StdVal, RMSVal, PeakToPeak, BandEnergy_10_30, Amp4Hz, BandEnergy_30_80",21.8595682706858,20.9432594945705,21.8595682714235,0.121366168394716,0.126724989495141,7.09042664522306,0.4015222071538,51.0357768771675,33.3297904791953,14.0773607304338,4.14485421869014
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_032,32,120,2048,2047.92135981978,4.34765624997327e-10,5.402e-05,0.000129702420597446,0.000129670751101769,-0.0004032,0.7348915,0.0001315,0.9971086,0.0005347,1.68151493682387e-08,9.006836357048e-05,2.51048155339806e-05,9.64617861118961e-06,0.000103152038834951,7.80472233009709e-05,5.18335714337007e-05,2.87955651102142,1.7025914604179e-05,3.04439277642695,6.10762276528337e-05,1.53044706906458e-05,3.62608917726616e-06,1.07980137143612e-06,3.1622196391092e-08,1.56392570443514e-09,3.13948314103188e-10,8.07227240822501e-11,0.999961601474503,0.000122234251667561,9.73509818279373,84.085479333316,20.4161359621826,44.8082666159524,8,8,20.2490497989069,1.43113332736055,7.34280989398078,44.8082666159524,3,1,1,mixed,"severe_feature, multiple_strong_features, high_global_score, strong_group_score, mixed_group_outlier","BandEnergy_0_5, BandEnergy_5_10, StdVal, RMSVal, PeakToPeak, BandEnergy_10_30, Amp4Hz, BandEnergy_30_80",20.2490497983641,19.2147727618489,20.2490497989069,0.632777947504883,1.43113332736055,7.34280989398078,0.79093729743408,44.8082666159524,34.9009522231611,8.54294846450106,6.31814648048808
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_034,34,120,2048,2047.92135981978,-3.30097656253096e-10,1.653e-05,5.60360501643907e-05,5.60223678186413e-05,-0.0002056,0.0771514,6.989e-05,0.3691548,0.00027549,3.13862621462586e-09,3.90269488409619e-05,-5.93062233009709e-05,3.3420981156885e-05,7.4643427184466e-06,6.67705660194175e-05,2.61427309777041e-05,1.16886367384834,9.89130666664066e-06,2.64300075391313,2.54200398277143e-05,7.38094514197708e-06,1.79524649675379e-06,7.39720255964517e-07,5.80801728211991e-09,3.30609834502157e-10,8.29182725569923e-11,4.08239833209288e-11,1.99992320294901,5.75111868430824e-05,11.9133784256552,49.6080830098247,4.75654904533224,7.55057305801707,6,7,6.87204422221406,7.55057305801707,2.81612713479316,6.33295390650505,3,1,1,mixed,"severe_feature, multiple_strong_features, high_global_score, strong_group_score, mixed_group_outlier","BaselineStd, PeakToPeak, BandEnergy_0_5, BandEnergy_5_10, StdVal, RMSVal, Amp4Hz",5.25926874019261,6.87204422221406,5.25926874019272,7.55057305801707,1.21509694951191,2.81612713479316,0.459738803708325,6.33295390650505,6.07316039751928,1.01619424282045,1.29451181098718
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_035,35,120,2048,2047.92135981978,-1.00493164065553e-10,3.5285e-05,0.000105468682071666,0.000105442929737775,-0.0003473,0.6606699,0.0001183,0.9282583,0.0004656,1.11186383710044e-08,7.3245424435243e-05,1.48418116504854e-05,1.78480071683488e-05,0.000103510485436893,8.86686737864077e-05,3.240168563085e-05,-1.36538520441308,1.77485069312615e-05,1.82560064099666,4.86794307031249e-05,1.30780524353673e-05,2.11312982461238e-06,9.6980149063181e-07,2.0891806985331e-08,1.08292427259654e-09,1.5005341537899e-10,6.77465991045764e-11,1.99992320294901,0.000107464519441977,9.82205766776699,100.893973340958,14.0526914788825,28.8149210155377,7,9,15.924457796806,3.01927808271833,3.91894438857123,28.8149210155377,3,1,1,mixed,"severe_feature, multiple_strong_features, high_global_score, strong_group_score, mixed_group_outlier","BandEnergy_0_5, BandEnergy_5_10, PeakToPeak, StdVal, RMSVal, BandEnergy_30_80, Amp4Hz, BandEnergy_10_30, BaselineStd",15.3179199951936,15.924457796806,15.3179199957129,3.01927808271833,1.63461735929314,3.91894438857123,0.214718263160453,28.8149210155377,23.6579207476704,3.20339776092899,4.68432771654322
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_039,39,120,2048,2047.92135981978,6.68457031253385e-11,3.856e-05,9.62882954843197e-05,9.62647847293875e-05,-0.0003246,0.8940773,9.601e-05,0.4614435,0.00042061,9.26726462829243e-09,7.274412964427e-05,5.15752427184466e-05,3.14777009296379e-06,-4.10935533980582e-05,-9.26687961165048e-05,2.54438014749913e-05,-0.695360163541159,1.41709917158757e-05,1.79548488805395,4.26754772196152e-05,1.14451549127395e-05,4.53021672107526e-06,8.94016074212549e-07,1.71590668563265e-08,7.17077329682175e-10,5.62562126704288e-10,6.06048148630879e-11,0.999961601474503,0.00010197783025434,10.6619744338122,28.6859533522202,12.1511637109221,23.2513761466391,7,8,13.7821818159482,1.83941658427156,2.69297693520212,23.2513761466391,2,1,1,mixed,"severe_feature, multiple_strong_features, high_global_score, strong_group_score, mixed_group_outlier","BandEnergy_0_5, BandEnergy_10_30, BandEnergy_5_10, PeakToPeak, StdVal, RMSVal, BandEnergy_30_80, Amp4Hz",13.4498764881558,13.7821818159482,13.4498764886185,1.25807513474848,1.83941658427156,2.69297693520212,0.239567516390689,23.2513761466391,15.1065351963307,16.6425663801619,3.78510848723819
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_040,40,120,2048,2047.92135981978,-1.83535156276842e-11,-3.5945e-06,3.0992101904189e-05,3.09845345492033e-05,-0.0001016,0.0029298,6.313e-05,0.0918004,0.00016473,9.60078246819812e-10,2.57484622830635e-05,-4.06333893203883e-05,3.21889598448005e-05,-1.54184077669903e-05,2.52149815533981e-05,8.19693832102783e-06,-3.10641465802655,3.33702784561265e-06,2.45635898161872,1.07128312171961e-05,4.85644429849282e-06,2.47801517905651e-06,8.23901370100748e-07,1.54419667261763e-09,1.32318386290747e-10,1.74657948689591e-10,4.98088093309182e-11,0.999961601474503,3.66915421663213e-05,19.3505678551522,7.46887162834394,2.67505749635118,7.19208970185022,2,2,1.59801693526541,7.19208970185022,0.345891264646583,4.00499167368868,2,1,1,mixed,"severe_feature, multiple_strong_features, strong_group_score","BaselineStd, BandEnergy_10_30",0.163275832418092,1.59801693526541,0.163275832447394,7.19208970185022,0.418981777854806,0.345891264646583,0.305736057308237,0.0221515800981757,1.43825321015439,4.00499167368868,2.42578770045015
mdx5Cv_662,saw4Hzhigh_s1_c1_5cv662.csv,high,saw4Hzhigh_s1_c1_5cv662_curve_101,101,120,2048,2047.92135981978,-3.39062500025738e-11,2.14e-06,3.78770070088874e-05,3.78677585636398e-05,-0.0001305,0.4922064,7.991e-05,0.1396538,0.00021041,1.43402220297224e-09,2.64733304626359e-05,1.05934981553398e-05,6.94735255389527e-06,1.35340786407767e-05,2.94058048543689e-06,2.48116186939485e-05,2.43401592477888,3.78981674257972e-06,6.54691780046483,1.55044582277569e-05,4.19036396104306e-06,4.16501212914363e-06,8.14545217048593e-07,2.21273920862979e-09,1.12838266926747e-10,4.8537288126539e-10,4.93322414281761e-11,0.999961601474503,3.27761941507083e-05,17.2459318815614,4.34926917870121,4.73358348299243,14.1278090997353,3,4,3.77314844905933,0.152504103413937,3.68095739532522,14.1278090997353,3,1,1,mixed,"severe_feature, multiple_strong_features, high_global_score, strong_group_score, mixed_group_outlier","BandEnergy_10_30, PeakToPeak, SNR4Hz, Amp4Hz",1.56423015553069,3.77314844905933,1.56423015560411,0.152504103413937,0.00774759817597872,2.58158739539694,3.68095739532522,0.97429239063784,0.982920687923435,14.1278090997353,2.36578322429617
mdx5Cv_662,saw4Hzhigh_s1_c2_5cv662.csv,high,saw4Hzhigh_s1_c2_5cv662_curve_015,15,120,2048,2047.92135981978,3.92382812495388e-11,4.373e-06,5.41045689075297e-05,5.40913581714399e-05,-0.0002048,0.0693386,0.0002594,0.0283214,0.0004642,2.9259873824321e-09,3.5209731308406e-05,0.000137147281553398,7.26613820779565e-05,-4.43982524271845e-05,-0.000181545533980583,1.72775125649636e-05,-0.373485543512841,1.60350363721989e-05,1.07748508726052,1.82450295880355e-05,1.83854349659879e-05,7.54112668655418e-06,1.28016243070954e-06,2.49671797027254e-09,1.69704781824267e-09,1.51004337101223e-09,1.12594650249165e-10,0.999961601474503,2.82180436937674e-05,16.6733885564962,2.58453528124096,17.6494240570146,47.3820304458814,7,8,10.9403749822819,14.5058223767202,0.894509347577534,47.3820304458814,3,1,1,mixed,"severe_feature, multiple_strong_features, high_global_score, strong_group_score, mixed_group_outlier","BandEnergy_10_30, BandEnergy_5_10, BaselineStd, PeakToPeak, BandEnergy_30_80, RMSVal, StdVal, Drift",3.60928228452029,10.9403749822819,3.60928228451232,14.5058223767202,2.92395380030159,0.894509347577534,0.810183306611757,0.72295650374578,28.0598524270265,47.3820304458814,5.23626745824697
mdx5Cv_662,saw4Hzhigh_s1_c2_5cv662.csv,high,saw4Hzhigh_s1_c2_5cv662_curve_019,19,120,2048,2047.92135981978,-9.53149414022571e-11,3.236e-05,9.26052041128274e-05,9.2582592659942e-05,-0.000253,0.0922887,0.0001611,0.024415,0.0004141,8.57186561063696e-09,7.19392542729105e-05,1.72818058252427e-05,0.00011316454109359,9.70741451456311e-06,-7.57439131067961e-06,4.67015876869899e-05,0.792288090046866,1.6575148283283e-05,2.81756681075761,3.95811960231873e-05,1.90473032512692e-05,6.04548047629938e-06,1.21912427751447e-06,1.39866395254959e-08,1.93353421031197e-09,1.07568117118558e-09,1.10516361943884e-10,0.999961601474503,9.01071954064622e-05,12.7563695932564,13.4211801247859,17.2365998848931,33.1966708252494,9,9,10.1773986401987,23.6689988430554,5.47302865181372,33.1966708252494,4,1,1,mixed,"severe_feature, multiple_strong_features, high_global_score, strong_group_score, mixed_group_outlier","BandEnergy_10_30, BandEnergy_5_10, BaselineStd, BandEnergy_0_5, RMSVal, StdVal, PeakToPeak, Amp4Hz, BandEnergy_30_80",10.1773986401987,9.20789679464908,10.1773986401735,23.6689988430554,0.0663580583440439,5.47302865181372,0.492368699651467,14.9216646584355,32.1774758620471,33.1966708252494,5.06680568717726
mdx5Cv_662,saw4Hzhigh_s1_c2_5cv662.csv,high,saw4Hzhigh_s1_c2_5cv662_curve_024,24,120,2048,2047.92135981978,-2.15869140596678e-10,6.927e-05,0.000244661547149773,0.00024460180803357,-0.0008259,0.1079143,0.0008793,0.3950347,0.0017052,5.98323419670001e-08,0.00015812848816055,5.32182524271845e-05,1.75657578788171e-05,0.00010333640776699,5.01181553398058e-05,5.05514679972872e-05,0.247129881234501,4.32119700763645e-05,1.16984872265006,0.000108817676360546,4.1690389737381e-05,1.41796977523461e-05,6.64264491049766e-06,1.00025518426344e-07,1.14866219743447e-08,4.50115076754998e-09,3.42255463824564e-09,0.999961601474503,0.000193653546132196,16.3725189127418,14.0732310913831,119.239357391022,275.127446805438,8,8,53.8546550392136,2.04133962206048,6.07208745813454,275.127446805438,3,1,1,mixed,"severe_feature, multiple_strong_features, high_global_score, strong_group_score, mixed_group_outlier","BandEnergy_30_80, BandEnergy_5_10, BandEnergy_10_30, BandEnergy_0_5, PeakToPeak, RMSVal, StdVal, Amp4Hz",36.1178473720049,53.8546550392136,36.1178473719273,2.04133962206048,0.881281723294495,6.07208745813454,0.741043773130178,121.24449076289,198.512704328227,145.065332769964,275.127446805438
mdx5Cv_662,saw4Hzhigh_s1_c2_5cv662.csv,high,saw4Hzhigh_s1_c2_5cv662_curve_026,26,120,2048,2047.92135981978,1.68164062498764e-10,2.141e-05,5.52014772019039e-05,5.51879986334811e-05,-0.0002199,0.1250048,6.703e-05,0.4135901,0.00028693,3.04583214863253e-09,4.207412994002e-05,3.15837184466019e-05,9.19639377575656e-06,3.62268932038835e-05,4.64317475728156e-06,5.47733008488964e-06,-1.36226306944376,9.76696333882604e-06,0.560801745102433,2.38875538265434e-05,7.30939438460803e-06,2.7039203926074e-06,1.1845190515136e-06,5.4692015133502e-09,2.7615332227533e-10,2.32860217105797e-10,9.94812357537981e-11,1.99992320294901,4.69966415691243e-05,15.4609992643999,17.2874943754246,3.49292091853901,5.67190385842468,6,7,4.81030695190934,0.147908046568946,1.19695072956833,5.67190385842468,2,1,1,mixed,"severe_feature, multiple_strong_features, strong_group_score, mixed_group_outlier","BandEnergy_10_30, PeakToPeak, BandEnergy_0_5, BandEnergy_30_80, RMSVal, StdVal, BandEnergy_5_10",3.79641221814669,4.81030695190934,3.79641221809711,0.147908046568946,0.134323872216907,0.941652470745328,1.19695072956833,4.39621276750079,3.31970385402783,5.67190385842468,4.16701135960591
mdx5Cv_662,saw4Hzhigh_s1_c2_5cv662.csv,high,saw4Hzhigh_s1_c2_5cv662_curve_030,30,120,2048,2047.92135981978,7.84667968583273e-11,-6.478e-06,6.14622496994802e-05,6.14472424353096e-05,-0.000129,0.9453488,0.0001517,0.1684635,0.0002807,3.77590859222606e-09,4.80558232610359e-05,9.9027572815534e-05,1.01523499130448e-05,-9.61727184466019e-05,-0.000195200291262136,1.14588153270882e-05,-1.24882558667919,1.14705165354627e-05,0.998979888258725,2.65035747455364e-05,8.31955272173809e-06,4.00428926662397e-06,1.38385583594529e-06,6.46440619275699e-09,4.65124030097448e-10,4.37620648214513e-10,1.2236089552848e-10,0.999961601474503,5.48256884511986e-05,16.5780973551549,12.3745640415778,5.58991662814344,12.3589506422194,7,8,4.86448504395458,3.14824258559322,0.868948997372747,12.3589506422194,2,1,1,mixed,"severe_feature, multiple_strong_features, high_global_score, strong_group_score, mixed_group_outlier","BandEnergy_10_30, BandEnergy_5_10, BandEnergy_30_80, BandEnergy_0_5, RMSVal, StdVal, PeakToPeak, Drift",4.86448504395458,4.59487104155101,4.86448504393833,0.364177468335956,3.14824258559322,0.0109062863424378,0.868948997372747,5.62604020619681,6.60999979136348,12.3589506422194,6.03259837033867
mdx5Cv_662,saw4Hzhigh_s1_c2_5cv662.csv,high,saw4Hzhigh_s1_c2_5cv662_curve_034,34,120,2048,2047.92135981978,1.18251953131003e-10,-2.5015e-05,8.69661832300461e-05,8.69449486593717e-05,-0.0001262,0.7915343,0.0004543,0.2646586,0.0005805,7.55971437926612e-09,6.91070733265139e-05,-1.02307388349515e-05,1.87853567912446e-05,-6.87184466019417e-05,-5.84877077669903e-05,1.67516113601212e-05,-1.55459309644509,1.16365403287215e-05,1.43956974208691,3.28927008155855e-05,1.17824464192174e-05,4.51137293058637e-06,2.17954648677197e-06,1.3471628749084e-08,7.02726701426972e-10,5.61478523677384e-10,3.03997234536599e-10,0.999961601474503,0.000106088627697661,18.0922943134347,16.3775260941106,11.377547556288,20.8430631267059,7,7,14.9620758449903,2.31725390441091,0.812676739126589,20.8430631267059,2,1,1,mixed,"severe_feature, multiple_strong_features, high_global_score, strong_group_score, mixed_group_outlier","BandEnergy_30_80, BandEnergy_10_30, PeakToPeak, BandEnergy_0_5, BandEnergy_5_10, RMSVal, StdVal",9.21539515395822,14.9620758449903,9.21539515392932,2.31725390441091,0.902644318707039,0.812676739126589,0.539141959982712,14.2852384064679,10.7470595144584,16.403889419096,20.8430631267059
